Front,Back,Note
crane,Kran,
investigating,Untersuchung,
rotten,faul,
habit,Gewohnheit,
honour,Ehre,
protects,schützt,
iris,Iris,
manages,verwaltet,
erosion,Erosion,
carpenter,Zimmermann,
khan,Khan,
insufficient,unzureichend,
formulation,Formulierung,
clever,klug,
lords,Herren,
enjoyable,angenehm,
crescent,Halbmond,
sixty,sechzig,
concentrated,konzentriert,
distinguish,unterscheiden,
ei,ei,
projections,Projektionen,
spark,Funke,
securing,Sicherung,
pathway,Weg,
detectors,Detektoren,
spike,Spitze,
ingredient,Zutat,
curtain,Vorhang,
disclosed,offenbart,
tactical,taktisch,
pilots,Piloten,
expedition,Expedition,
operative,operativ,
humour,Humor,
mol,mol,
imprint,Impressum,
assisting,Unterstützung,
defect,Defekt,
poorly,schlecht,
goddess,Göttin,
observers,Beobachter,
magnets,Magneten,
formulas,Formeln,
spacious,geräumig,
argues,argumentiert,
soils,Böden,
organs,Organe,
det,det,
loyalty,Loyalität,
faithful,treu,
offence,Delikt,
lithium,Lithium,
leap,Sprung,
founding,Gründung,
swan,Schwan,
planting,Pflanzung,
covenant,Bündnis,
archaeology,Archäologie,
sailor,Matrose,
cares,Sorgen,
sanctuary,Heiligtum,
statue,Statue,
quotation,Zitat,
majors,Majors,
manipulation,Manipulation,
bells,Glocken,
toxicity,Toxizität,
transmitter,Sender,
neighborhoods,Nachbarschaften,
trophy,Trophäe,
emotion,Emotion,
sights,Sehenswürdigkeiten,
uniforms,Uniformen,
wounded,verwundet,
derivative,Derivat,
occupancy,Belegung,
doses,Dosen,
educate,erziehen,
prejudice,Vorurteil,
technicians,Techniker,
probable,wahrscheinlich,
issuance,Ausgabe,
decoration,Dekoration,
nationals,Angehörige,
trojan,Trojaner,
assistants,Assistenten,
counselor,Berater,
enacted,erlassen,
unstable,instabil,
urged,gedrängt,
reflecting,reflektierenden,
gaining,Gewinnung,
definitive,endgültig,
traveled,gereist,
adapt,anpassen,
accession,Beitritt,
regulator,Regler,
fuels,Brennstoffe,
soy,Soja,
neat,ordentlich,
naming,Benennung,
stern,Stern,
crafted,gearbeitete,
idiot,Dummkopf,
comprised,besteht,
aliens,Aliens,
edits,Änderungen,
raven,Rabe,
dwelling,Wohnung,
symbolic,symbolisch,
angles,Winkel,
pressures,Drücke,
venus,Venus,
flames,Flammen,
primitive,Primitive,
stocking,Strumpf,
ecosystem,Ökosystem,
halls,Hallen,
simplicity,Einfachheit,
demon,Dämon,
welcomed,begrüßt,
notation,Notation,
aunt,Tante,
crow,Krähe,
semantic,semantisch,
discontinued,abgesetzt,
decides,entscheidet,
globalization,Globalisierung,
asses,Esel,
compass,Kompass,
evolved,gewachsen,
infantry,Infanterie,
renowned,berühmt,
corridor,Gang,
philosophical,philosophisch,
justification,Rechtfertigung,
vacant,unbesetzt,
fixing,Festsetzung,
gram,Gramm,
hiding,versteckt,
dye,Farbstoff,
alphabet,Alphabet,
cleaned,gereinigt,
honored,geehrt,
optic,optisch,
telephones,Telefone,
diaries,Tagebücher,
grief,Trauer,
sweat,Schweiß,
dolphin,Delphin,
wonders,Wunder,
ventilation,Belüftung,
masks,Masken,
bust,Büste,
alley,Gasse,
pathways,Bahnen,
telegraph,Telegraph,
monument,Monument,
formally,formal,
dew,Tau,
withdrawn,zurückgezogen,
debates,Debatten,
identities,Identitäten,
deficiency,Mangel,
saddle,Sattel,
malaria,Malaria,
loyal,treu,
tendency,Tendenz,
utilized,verwendet,
ein,ein,
binoculars,Fernglas,
initiate,einleiten,
purely,rein,
vivid,lebendig,
allegations,Behauptungen,
corresponds,entspricht,
daemon,Daemon,
celebrated,gefeiert,
hunters,Jäger,
acted,handelten,
coefficient,Koeffizient,
skull,Schädel,
continuation,Fortsetzung,
servant,Diener,
falcon,Falke,
jointly,gemeinsam,
avoided,vermieden,
explanations,Erklärungen,
renewed,erneuert,
critic,Kritiker,
sediment,Sediment,
squares,Quadrate,
vans,Lieferwagen,
cone,Kegel,
survived,überlebt,
prevalence,Häufigkeit,
fragment,Fragment,
commits,verpflichtet,
cobra,Kobra,
threw,warf,
hoc,hoc,
performers,Darsteller,
dessert,Dessert,
dissertation,Dissertation,
ninth,neunte,
enthusiasm,Begeisterung,
celebrations,Feierlichkeiten,
governors,Gouverneure,
atoms,Atome,
tissues,Gewebe,
ramp,Rampe,
nicely,schön,
della,della,
domination,Vorherrschaft,
chords,Akkorde,
impairment,Beeinträchtigung,
molecule,Molekül,
